cip13,lib_cip13,remboursement_total,boites_delivrees,cout_moyen_boite
3400938260601,GLIMEPIRIDE ZYD 2MG CPR 90,7468.13,703,10.623229018492177
3400935673459,AMIODARONE ARW 200MG CPR 30,7473.8,1093,6.8378774016468435
3400936650367,ALENDRONATE TVC 10MG CPR 28,7485.31,1120,6.6833125
3400930222447,"AC GADOTERIQUE GEB 0,5MMOL/ML SER 10 1",7488.01,660,11.345469696969698
3400927384028,IRBESARTAN ACC 75MG CPR PELL 90,7493.05,894,8.38148769574944
3400949500840,LYRICA 50 MG GELULE (ADP)(BBF) 84,7536.57,367,20.535613079019072
3400939491301,ONDANSETRON CRT 8MG CPR 2,7541.18,1651,4.567643852210781
3400934394232,"NARAMIG 2,5MG CPR 6",7542.3099999999995,1622,4.650006165228113
3400935045638,PERINDOPRIL KRK 8MG CPR 90,7561.58,869,8.701472957422325
3400938699517,"FOSINOPRIL HCTZ ZEN 20/12,5MG CPR 90",7582.0199999999995,909,8.34105610561056
3400936299740,GLUCOSE LAV 30% SOL INJ AB 20ML 10,7587.36,1271,5.969598741148702
3400930252987,"PERINDOPRIL INDAP HCS 10/2,5MG CPR 90",7594.57,522,14.548984674329501
3400922201252,CANDESARTAN HCS 4MG CPR 90,7604.79,924,8.230292207792207
3400927738067,CELECOXIB HCS 200MG GELULE 30,7614.04,2096,3.632652671755725
3400936717817,FLUCONAZOLE ARW 200MG GELULE 30,7635.130000000001,82,93.11134146341465
3400949250196,"FRAGMINE 10 000UI AXA/0,4ML SOL INJ 5",7659.02,253,30.272806324110675
3400930054765,ROSUVASTATINE BGA 20MG CPR 30,7669.86,1482,5.175344129554656
3400930174821,"OLIMEL N12E EMULS INJ POC 1,5L 4",7677.2,68,112.89999999999999
3400922191164,REBIF 8.8/22 MCG SOL INJ STYLO 12,7705.31,15,513.6873333333334
3400930217849,EZETIMIBE/SIMVAST ACC 10MG/20MG CPR 30,7710.8499999999995,593,13.003119730185496
3400927622922,"OPRYMEA LP 2,1MG CPR 30",7713.4,320,24.104374999999997
3400921618075,"VALSARTAN/HCTZ CRT 80/12,5MG CPR 90",7747.46,950,8.155221052631578
3400930209417,PERINDOPRIL CRT 10 MG CPR 90,7775.87,875,8.88670857142857
3400934126482,GABITRIL 15MG CPR 50,7842.01,121,64.81
3400937910545,"AMOX/AC CLAV ZTK 500MG/62,5MG A 24",7855.59,1903,4.128003152916448
3400926965433,QUETIAPINE ARW LP 300MG CPR 60,7874.11,262,30.05385496183206
3400930041352,PREGABALINE HCS 25 MG GELULE 56,7896.35,2131,3.7054669169404035
3400930217863,EZETIMIBE/SIMVAST ACC 10MG/40MG CPR 30,7911.54,590,13.409389830508475
3400926775407,IFIRMASTA 75MG CPR PELL 90,7913.71,913,8.667809419496166
3400949000852,TAHOR 10 MG CPR (AIP) (BBA) 90,7914.24,689,11.48656023222061
3400949003228,"AVODART 0,5MG CAPS (AIP)(BBF) 30",7937.53,1104,7.189791666666666
3400922065625,GLIMEPIRIDE EVO 4MG CPR 90,7986.3,586,13.628498293515358
3400934213052,FRAGMINE 10 000UI AXA/1ML SOL INJ 10,7991.24,143,55.8827972027972
3400938260540,GLIMEPIRIDE ZYD 2MG CPR 30,8000.58,2077,3.851988444872412
3400930004609,MOVENTIG 12.5 MG CPR 30,8024.42,172,46.653604651162794
3400941690266,"CANDESARTAN/HCTZ HCS 8/12,5 CPR 90",8082.73,974,8.298490759753593
3400930199671,ENOXAPARINE ARROW 2000UI/0.2ML SER 6,8092.53,751,10.775672436750998
3400922065274,GLIMEPIRIDE EVO 4MG CPR 30,8093.26,1789,4.523901621017329
3400937924962,JANUVIA 50 MG CPR 28,8103.95,505,16.04742574257426
3400937124515,BISOPROLOL ZYD 10MG CPR 90,8106.19,802,10.107468827930173
3400941779138,SIMVASTATINE SUN 40MG CPR 90,8124.86,811,10.018323057953143
3400927503726,QUETIAPINE ARW LP 50 MG CPR 30,8130.5,1015,8.010344827586207
3400938261141,GLIMEPIRIDE ZYD 3MG CPR 90,8143.8499999999995,606,13.438696369636963
3400941716034,VALSARTAN EVO 160MG CPR 90,8161.28,949,8.599873551106427
3400921815894,"LATANOPROST BGA 0,005% COLLYRE 3",8165.79,697,11.715624103299856
3400939652290,GLIMEPIRIDE CRT 2 MG CPR 30,8199.13,2135,3.8403419203747067
3400926632885,FORMODUAL NEXT 100/6 MCG/DOSE INH 1,8218.86,361,22.766925207756234
3400935296238,BISOPROLOL BGR 5MG CPR 90,8277.4,1572,5.265521628498727
3400922300696,BISOPROLOL AHL 10MG CPR 90,8313.03,814,10.212567567567568
3400930127063,DARUNAVIR EG 400MG CPR 60,8332.48,52,160.23999999999998
3400937576666,CELIPROLOL ALM 200MG CPR 28,8343.07,2136,3.9059316479400747
3400927949036,PLEGRIDY 63/94 MCG SOL INJ SER 2,8370.220000000001,14,597.8728571428572
3400930133507,FEBUXOSTAT ALMUS 120MG CPR 28,8372.08,1224,6.839934640522876
3400949005000,LIPTRUZET 10 MG/40MG CPR (AIP)(DIF) 30,8397.83,385,21.812545454545454
3400949004966,LIPTRUZET 10 MG/20MG CPR (AIP)(DIF) 90,8400.32,138,60.87188405797101
3400922064444,GLIMEPIRIDE EVO 3MG CPR 90,8416.289999999999,619,13.596591276252019
3400926965204,QUETIAPINE ARW LP 300MG CPR 30,8423.4,553,15.232188065099457
3400930245798,PERINDOPRIL HCS 5MG CPR 90,8430.36,983,8.576154628687691
3400934656798,VENLAFAXINE VTSG LP 75MG GELULE 30,8439.04,2110,3.9995450236966827
3400930179307,GLICLAZIDE KRKA LM 30MG CPR 60,8444.88,1209,6.98501240694789
3400930086490,EPLERENONE ACC 25MG CPR 90,8468.66,215,39.38911627906977
3400930203231,AMLODIPINE/VALSART ZYD 5MG/80MG CPR 30,8488.75,1639,5.179225137278829
3400949501243,BINOCRIT 40 000UI SER INJ DAP ABACUS 1,8503.38,47,180.92297872340424
3400939653990,GLIMEPIRIDE CRT 3 MG CPR 30,8504.04,1846,4.6067388949079096
3400949485697,ATENOLOL AHL 100MG CPR 90,8518.22,770,11.062623376623376
3400927629846,TELMISARTAN ZYD 80MG CPR 90,8532.99,1017,8.390353982300885
3400930656785,"MELADININE 0,1% SOL 1",8542.94,1241,6.883916196615633
3400934466823,"OESCLIM 37,5 MICROG/24H DISP 8",8646.47,2108,4.101740986717267
3400930245101,"ENOXAPARINE TVC 8000UI/0,8ML INJ SER 10",8691.42,193,45.03326424870466
3400930031902,PREGABALINE EVO 25 MG GELULE 84,8700.34,1619,5.373897467572576
3400949501021,PELGRAZ 6 MG SOL INJ SER (ADP)(BBF) 1,8726.42,19,459.28526315789475
3400922382142,LEVETIRACETAM ACC 1 000 MG CPR 60,8747.64,415,21.07865060240964
3400922100494,OLANZAPINE EVO 10MG CPR DISP 28,8780.95,962,9.127806652806653
3400922099972,OLANZAPINE EVO 5MG CPR DISP 28,8793.62,583,15.083396226415095
3400949501168,NIVESTIM 48 MUI SOL INJ (ADP PHL) 1,8810.1,90,97.89
3400938261202,GLIMEPIRIDE ZYD 4MG CPR 30,8823.26,1948,4.529394250513347
3400922063782,GLIMEPIRIDE EVO 2MG CPR 90,8873.16,831,10.677689530685921
3400930089026,NEVIRAPINE CRT 400MG CPR LP 30,8875.44,219,40.52712328767124
3400937937511,FLUCONAZOLE ZYD 200MG GELULE 30,8876.57,110,80.69609090909091
3400934586101,"BETAGAN 0,5% COLLYRE UNIDOSE 0,4ML 60",8879.63,1957,4.537368421052631
3400930114995,ALEND AC / D3 EG 70 MG/2800 UI CPR 12,8899.94,779,11.424826700898588
3400930232828,SINETRAV 40 MCG/ML COLLYRE 3,8920.53,659,13.536464339908955
3400939569574,BISOPROLOL BGA 10MG CPR PELL 90,8939.47,890,10.04434831460674
3400930180990,"LOSARTAN /HYD CRP 50/12,5 CPR 90",8940.49,1089,8.209816345270891
3400938526080,PRADAXA 110 MG GELULE 10,8950.3,1003,8.923529411764704
3400938261080,GLIMEPIRIDE ZYD 3MG CPR 30,8961.67,1964,4.562968431771894
3400937022576,"XOLAIR 150 MG (OMALIZUMAB) 1 BOITE DE 1, POUDRE EN",9075.04,29,312.9324137931035
3400939653242,GLIMEPIRIDE CRT 4MG CPR 30,9127.35,1994,4.577407221664995
3400933940287,DIPENTUM 500MG CPR 60,9139.28,222,41.167927927927934
3400930142714,PERINDOPRIL AMLO HCS 4/10MG CPR 90,9144.52,633,14.446319115323856
3400930030035,PREGABALINE ALT 150 MG GELULE 56,9166.56,672,13.640714285714285
3400939651002,NICORETTESKIN 25MG/16H D TRANSDERM 7,9215.86,2165,4.2567482678983835
3400949004553,CLOPIXOL ACTION PROLONGEE 200MG INJ 1,9218.550000000001,1621,5.686952498457742
3400930135167,"IVABRADINE ZYD 7,5 MG CPR 56",9249.34,654,14.142721712538227
3400933880514,RETROVIR 100 MG GELULE 100,9252.02,73,126.74000000000001
3400930124208,ENALAPRIL/LER KRK 20MG/10MG CPR 90,9266.72,714,12.978599439775909
3400930204412,SITAGLIPTINE HCS 50 MG CPR 28,9281.97,1107,8.38479674796748
3400938192032,"SPIRIVA RESPIMAT 2,5MCG SOL PR INHAL 1",9306.4,482,19.307883817427385
3400927622632,"OPRYMEA LP 1,05MG CPR 30",9319.18,720,12.943305555555556
3400939671741,OLANZAPINE SUN 5MG CPR DISP 28,9331.9,587,15.897614991482111
3400937118590,FUNGSTER 250MG CPR 14,9336.02,1586,5.886519546027743
3400935038944,PERINDOPRIL KRK 2MG CPR 90,9359.58,1044,8.965114942528736
3400932459148,IOPAMIRON 300 SOL INJ FL 100ML 1,9403.89,504,18.658511904761905
3400930054703,ROSUVASTATINE BGA 10MG CPR 30,9466.93,1819,5.204469488730072
3400934814549,CAPTOPRIL EG 25MG CPR 90,9476.47,1130,8.386256637168142
3400930162026,CLOZAPINE ARW 100MG CPR 14,9480.1,1703,5.566705813270699
3400936515772,MIMPARA 30MG CPR 30,9518.59,69,137.95057971014492
3400930166772,AMLODIPINE/VALSAT KRK 5MG/160MG CPR 30,9526.61,1555,6.12643729903537
3400930264362,FINASTERIDE VTS 5MG CPR 28,9533.19,1478,6.450060893098782
3400939652641,GLIMEPIRIDE CRT 1MG CPR 90,9542.449999999999,1463,6.522522214627477
3400922381480,LEVETIRACETAM ACC 250 MG CPR 60,9568.63,674,14.196780415430267
3400930164303,EZETIMIBE/SIMVAST ALT 10MG/40MG CPR 30,9585.86,706,13.577705382436262
3400933735234,SOMATULINE LP 30 MG PDR + SOL INJ 1,9587.19,16,599.199375
3400930096833,IMATINIB CRT 100 MG CPR 60,9611.25,25,384.45
3400949884452,MONTELUKAST KRK 4MG CPR CROQ 28,9632.14,1564,6.158657289002557
3400926775926,IFIRMASTA 300MG CPR PELL 90,9638.6,1084,8.89169741697417
3400934083808,OPTIJECT 300 SOL INJ SER + P 125ML 1,9640.41,295,32.67935593220339
3400933389178,"FRAXIPARINE 2850UI AXA/0,3ML SOL INJ 6",9663.73,678,14.253289085545722
3400949501199,ZARZIO 48 MUI SOL INJ SER ADP PHARMA 5,9677.2,20,483.86
3400930041604,PREGABALINE HCS 300 MG GELULE 56,9712.869999999999,587,16.5466269165247
3400930180082,PREGABALINE ALT 50 MG GELULE 84,9759.22,1066,9.15499061913696
3400934429804,MALARONE 250MG/100MG CPR 12,9804.64,566,17.32268551236749
3400930212356,AMLODIPINE/VALSARTAN ACC 5/160MG CPR 90,9886.87,603,16.396135986733004
3400930142707,PERINDOPRIL AMLO HCS 4/10MG CPR 30,9889.82,1841,5.371982618142313
3400933792763,IOMERON 250 SOL INJ FL 100ML 1,9906.43,455,21.77237362637363
3400922414980,ZALASTA 10MG CPR 28,9941.11,1083,9.179233610341644
3400930243916,"IZIXATE 7,5 MG/0,15ML SOL INJ STYLO 1",9990.15,1061,9.41578699340245
3400935196941,ZEFFIX 5 MG/ML SOL BUV 1,10109.17,297,34.037609427609425
3400930256633,PERINDOPRIL/AMLO HCS 5/5MG CPR 30,10114.72,1876,5.391641791044775
3400930219850,XARELTO 1 MG/ML GLES SUSP BUV 100ML 1,10145.19,934,10.862087794432549
3400930030028,PREGABALINE ALT 75 MG GELULE 56,10164.6,1111,9.14905490549055
3400930005897,EPLERENONE VTSG 25MG CPR 90,10240.949999999999,264,38.79147727272727
3400930037843,ROSUVASTATINE ALT 10MG CPR 30,10277.8,2103,4.887208749405611
3400927690648,BISOPROLOL KRK 10MG CPR 90,10277.81,1018,10.09608055009823
3400941691966,"CANDESARTAN/HCTZ HCS 16/12,5 CPR 90",10284.73,1207,8.520903065451533
3400938923582,"FOSINOPRIL HCTZ ACT 20/12,5MG CPR 90",10347.82,1231,8.406027619821284
3400930205938,FENTANYL SDZ 300MICROG CPR SUBLING 30,10388.34,149,69.72040268456377
3400927651328,"RAMIPRIL SUN 1,25MG CPR 90",10475.1,1284,8.158177570093459
3400927923760,NICOPASS CITRON 4MG GOMME SS SUCRE 96,10518.16,1349,7.79700518902891
3400933884246,RETROVIR 100 MG/10 ML SOL BUV+SRG 1,10544.95,433,24.35323325635104
3400930203255,AMLODIPINE/VALSART ZYD 5MG/80MG CPR 90,10678.85,777,13.743693693693695
3400936923171,MYLERAN 2MG CPR 25,10689.03,183,58.410000000000004
3400933764098,TADENAN 50MG CAPSULE 60,10696.5,1589,6.731592196349905
3400930180099,PREGABALINE ALT 100 MG GELULE 84,10700.05,785,13.630636942675158
3400921982657,"ZOLMITRIPTAN VTS 2,5MG CPR 12",10702.289999999999,1149,9.314438642297649
3400922473192,ATOVAQ/PROGUAN EG 250/100MG CPR 12,10725.21,904,11.8641703539823
3400930012109,"RETACRIT 2000 UI/0,6ML INJ SER + D 6",10740.61,180,59.67005555555556
3400934628474,"REPAGLINIDE TVC 0,5 MG CPR 270",10753.98,620,17.345129032258065
3400939884370,VALACICLOVIR ALM 500MG CPR 10,10758.66,1783,6.03402131239484
3400949502011,ALDARA 5% CREME (UK) ADP 12,10817.2,321,33.698442367601245
3400930165003,TRAMADOL KRK LP 150MG CPR 30,10832.27,1981,5.468081776880363
3400930040188,PREGABALINE ACC 150 MG GELULE 56,10834.199999999999,791,13.696839443742098
3400937296700,SPIRONOLACTONE PFZ 50MG CPR 90,10834.78,1598,6.780212765957447
3400930187661,MOVYMIA 20 MICROG/80 MICROL INJ STYL 1,10853.52,59,183.95796610169492
3400927622403,"OPRYMEA LP 0,52MG CPR 30",10869.95,1770,6.141214689265537
3400930256831,NA,10949.11,129,84.87682170542637
3400930181003,LOSARTAN HCTZ CRP 100/25MG CPR 90,11036.49,1297,8.509244410177333
3400937472838,GLIMEPIRIDE EG 3MG CPR 30,11073.48,2165,5.1147713625866045
3400921719932,CANDESARTAN ARW 8MG CPR 90,11148.09,1314,8.484086757990868
3400938615821,"INDAPAMIDE KRKA LP 1,5MG CPR 90",11151.83,1207,9.239295774647887
3400936924291,HBVAXPRO 5 MCG INJ SER AVEC AIG 1,11163.19,1935,5.769090439276486
3400939419961,FLUVASTATINE ARW LP 80MG CPR 90,11191.8,1113,10.055525606469002
3400930203316,AMLODIPINE/VALSART ZYD 5MG/160MG CPR 30,11214.109999999999,1858,6.035581270182992
3400933341091,"ICAZ LP 2,5MG GELULE 30",11227.91,1093,10.27256175663312
3400930167373,SITAGLIPTINE ALTER 100 MG CPR 28,11251.69,1323,8.504678760393046
3400937296878,SPIRONOLACTONE PFZ 75MG CPR 90,11290.83,1392,8.111228448275861
3400934733192,"FRAXODI 15 200UI AXA/0,8ML SOL INJ 2",11297.51,510,22.15198039215686
3400941557392,ANASTROZOLE KRKA 1MG CPR 90,11317.68,132,85.74000000000001
3400936053472,"BISOPROLOL HCTZ ARW 2,5/6,25MG CPR 90",11328.85,1290,8.782054263565891
3400930200650,THYROFIX 200MICROG CPR 100,11373.12,1531,7.428556499020249
3400939104645,ABSTRAL 300MICROG CPR 10,11504.68,263,43.74403041825095
3400930256688,PERINDOPRIL/AMLO HCS 10/5MG CPR 30,11516.38,1565,7.358709265175718
3400927946943,"DOTAREM 0,5 MMOL/ML INJ SER 15ML+NEC 1",11521.35,441,26.125510204081632
3400922316727,"LATANOPROST/TIM EG CY 2,5ML 1",11540.289999999999,2118,5.448673276676109
3400930212585,LAMIVUDINE TBV 150MG CPR 60,11549.61,184,62.7696195652174
3400930098073,ENOXAPARINE CRU 10000UI/1ML INJ SER 10,11566.75,209,55.3433014354067
3400949467020,BICALUTAMIDE ACC 50MG CPR 30,11575.4,310,37.339999999999996
3400926644482,REPAGLINIDE KRKA 2 MG CPR 90,11638.74,1872,6.217275641025641
3400936003736,PERMIXON 160MG GELULE 60,11648.64,1530,7.613490196078431
3400930201343,ENOXAPARINE ARW 10000UI/1ML INJ SER 10,11723.51,214,54.782757009345794
3400930237601,PERINDOPRIL AMLO PHARMAKI 8/5 CPR 1,11734,1578,7.435994930291508
3400936406681,LITAK 10 MG SOL INJ SC 1,11747.449999999999,31,378.95
3400935928863,VFEND 50MG CPR 28,11765.68,117,100.56136752136753
3400930109649,ALEND AC / D3 CRT 70 MG/2800 UI CPR 12,11769.99,1038,11.339104046242774
3400930054673,ROSUVASTATINE BGA 5MG CPR 90,11790.59,993,11.873705941591139
3400930090855,"IPRATROPIUM ZEN 0,25MG/1ML ENF INHAL 30",11804.19,1720,6.862901162790698
3400930041550,PREGABALINE HCS 200 MG GELULE 84,11828.15,577,20.499393414211436
3400930164983,TRAMADOL KRK LP 200MG CPR 30,11839.27,1699,6.968375515008829
3400937937160,FLUCONAZOLE ZYD 100MG GELULE 7,11884.97,892,13.323957399103138
3400938954920,FLUCONAZOLE EVO 50MG GELULE 7,11888.27,1361,8.734952240999265
3400937925044,JANUVIA 100 MG CPR 28,11899.83,682,17.44843108504399
3400930129777,"INHIXA 6000UI AXA/0,6ML INJ SER 2",11942.22,1545,7.729592233009709
3400930036945,"REPAGLINIDE ARL 0,5MG CPR 270",11942.55,686,17.40896501457726
3400930150320,ROSUVASTATINE SUN 10MG CPR 90,12027.46,866,13.88852193995381
3400930075128,"DOTAREM 0,5MMOL/ML INJ SER 20ML+ MED 1",12032.39,359,33.51640668523677
3400949003266,"DECAPEPTYL 0,1 MG PDR ET SOL INJ AIP 7",12086.38,380,31.806263157894733
3400949500598,ZARZIO 48 MUI SOL INJ SER ADP BB FAR 5,12096.5,25,483.86
3400930102077,ENTECAVIR EG 1 MG CPR 30,12128.91,89,136.27988764044943
3400927406232,RAMIPRIL KRKA 10MG CPR 90,12136.28,1290,9.407968992248062
3400930212370,AMLODIPINE/VALSAT ACC 10 /160 MG CPR 90,12136.8,728,16.67142857142857
3400937472548,GLIMEPIRIDE EG 2MG CPR 90,12218.1,1129,10.82205491585474
3400922206745,CANDESARTAN HCS 16MG CPR 90,12229.61,1400,8.735435714285714
3400930266670,IMENOR 10 MG CPR 10,12230.45,1664,7.350030048076923
3400930142257,ERLOTINIB SDZ 25MG CPR 30,12263.58,63,194.66
3400949004690,LIPTRUZET 10 MG/20MG CPR (AIP)(BBF) 90,12279.460000000001,168,73.09202380952381
3400930103777,IVABRADINE ACC 5 MG CPR 56,12283.34,878,13.99013667425968
3400930129814,INHIXA 10000UI AXA/ML INJ SER 10,12326.740000000002,210,58.69876190476191
3400937348430,FENOFIBRATE ZYD 160MG CPR 90,12381.029999999999,1070,11.571056074766354
3400939491530,ONDANSETRON CRT 8MG CPR 4,12410.07,1362,9.111651982378854
3400930243862,"IZIXATE 22,5 MG/0,45ML SOL INJ STYLO 1",12430.57,983,12.64554425228891
3400922460994,"IFIRMACOMBI 300/12,5 MG CPR 90",12533.83,1505,8.328126245847177
3400932782857,"FRAXIPARINE 5700UI AXA/0,6ML SOL INJ 2",12537.8,1252,10.014217252396165
3400930250037,LACOSAMIDE ZYD 100 MG CPR 56,12542.02,517,24.259226305609285
3400939987668,ANASTROZOLE SUN 1MG CPR 90,12603.779999999999,147,85.74
3400949003341,UN ALFA 1 MICROGRAMME CAPSULE (AIP) 30,12649.76,1499,8.438799199466311
3400939397528,CONEBILOX 5MG/25MG CPR 90,12649.84,1452,8.712011019283747
3400930111765,ROSUVASTATINE KRK 20MG CPR 90,12732.12,874,14.567643020594966
3400930089279,IVABRADINE KRK 5 MG CPR 56,12776.43,911,14.024621295279912
3400930266199,ATORVASTATINE LABO ALTER 10 MG CPR 90,12812.3,1280,10.009609375
3400930028254,PREGABALINE SUN 300 MG GELULE 56,12817.11,799,16.041439299123905
3400939145518,ALENDRONIQUE ACIDE ZEN 70MG CPR 4,12844.9,1878,6.839669861554845
3400930157183,OLANZAPINE ARW 5 MG CPR DISP 28,12852.62,784,16.393647959183674
3400930120804,CINACALCET EVO 90MG CPR 28,12866.349999999999,65,197.94384615384612
3400937148528,"PHYSIOTENS 0,2MG CPR 90",12929.539999999999,1500,8.619693333333332
3400930144640,ROSUVASTATINE ZDF 20MG CPR 90,12941.96,893,14.492676371780513
3400930211762,RASAGILINE ALTER 1MG CPR 30,12979.52,355,36.562028169014084
3400937124744,CELIPROLOL ZYD 200MG CPR 90,12980.64,1072,12.108805970149254
3400930089989,PREGABALINE ZYD 300 MG GELULE 56,12989.82,779,16.674993581514762
3400939174723,OLANZAPINE ALT 5MG CPR 28,13009.26,828,15.711666666666668
3400949246175,"PRAMIPEXOLE TVC 0,7MG CPR 100",13010.76,238,54.667058823529416
3400933382544,ROWASA 250MG CPR 90,13045.91,1072,12.169692164179104
3400930054734,ROSUVASTATINE BGA 10MG CPR 90,13110.77,948,13.829926160337553
3400936664036,TAMOXIFENE ZYD 20MG CPR 30,13127.63,2031,6.463628754308222
3400949409648,KALETRA 200MG/50MG CPR 120,13142.859999999999,43,305.64790697674414
3400934628535,REPAGLINIDE TVC 1 MG CPR 90,13172.32,2138,6.161047708138447
3400930004678,MOVENTIG 25MG CPR 30,13176.03,269,48.98152416356878
3400922144498,OLANZAPINE CRT 5 MG CPR 28,13188.699999999999,846,15.58947990543735
3400949501076,"ADVAGRAF LP 0,5 MG GELULE DIFARMED 30",13194.72,591,22.326091370558373
3400930217054,FOSINOPRIL ARL 10MG CPR 90,13198.82,1584,8.332588383838385
3400922228518,REPAGLINIDE ACC 2MG CPR 90,13208.71,2136,6.183852996254681
3400937937450,FLUCONAZOLE ZYD 200MG GELULE 7,13232.64,501,26.41245508982036
3400927629327,TELMISARTAN ZYD 40MG CPR 90,13264.72,1595,8.316438871473354
3400937166447,"NOVONORM 0,5 MG CPR 270",13272.47,720,18.43398611111111
3400935295576,"BISOPROLOL BGR 1,25MG CPR 90",13309.55,1272,10.463482704402516
3400930156605,PRASUGREL KRK 10 MG CPR 30,13362.46,786,17.000585241730278
3400921957754,BICALUTAMIDE ZYD 50MG CPR 30,13405.06,359,37.339999999999996
3400927384257,IRBESARTAN ACC 150MG CPR PELL 90,13427.44,1587,8.460894770006302
3400930129746,"INHIXA 2000UI AXA/0,2ML INJ SER 6",13476.34,1306,10.318790199081164
3400930044650,"PERINDOPRIL INDAP ZYF 4/1,25 MG CPR 90",13509.46,1604,8.422356608478802
3400939682396,"PRAMIPEXOLE ZEN 0,7MG CPR 100",13524.44,250,54.09776
3400930119754,LOSARTAN CRP 100MG CPR 90,13569.5,1611,8.423029174425823
3400930067024,BECLOMETASONE TVC 400MCG INH UNIDOSE 20,13571.2,1951,6.956022552537161
3400930244609,"ENOXAPARINE TVC 6000UI/0,6ML INJ SER 10",13579.81,351,38.688917378917374
3400930256701,PERINDOPRIL/AMLO HCS 10/10MG CPR 30,13606.37,1772,7.678538374717833
3400930179994,FEBUXOSTAT EVO 120MG CPR 28,13614.11,2018,6.746337958374629
3400933549749,LERCANIDIPINE SUN 20MG CPR 90,13704.71,1182,11.594509306260575
3400922459356,"IFIRMACOMBI 150/12,5 MG CPR 90",13715.34,1670,8.212778443113773
3400930053935,ROSUVASTATINE ACC 20MG CPR 90,13750.35,969,14.190247678018576
3400927501425,LAMIVUDINE SDZ 150MG CPR 60,13782.960000000001,217,63.515944700460835
3400949485000,ATENOLOL AHL 50MG CPR 90,13804.92,2136,6.462977528089888
3400930164365,EZETIMIBE/SIMVAST ALT 10MG/20MG CPR 30,13832.87,1077,12.843890436397402
3400927490095,ATOVAQ/PROGUAN BGA 250/100MG CPR 12,13901.46,1150,12.08822608695652
3400930003220,LEVOD/C/E EG 50/12.5/200MG CPR 100,13907.21,327,42.529694189602445
3400927805455,LEVETIRACETAM CRT 1000MG CPR 60,13944.33,677,20.597237813884785
3400930098332,"ENOXAPARINE CRU 2000UI/0,2ML SER 6",13950.56,1345,10.372163568773233
3400926775636,IFIRMASTA 150MG CPR PELL 90,13988.94,1612,8.678002481389578
3400930089170,ELETRIPTAN ZYD 40 MG CPR 10,14005.07,1850,7.570308108108108
3400930204832,CINACALCET ACP 90MG CPR 28,14037.17,73,192.29
3400930256640,PERINDOPRIL/AMLO HCS 5/5MG CPR 90,14037.84,972,14.442222222222222
3400930040218,PREGABALINE ACC 200 MG GELULE 84,14078.9,702,20.055413105413106
3400927489846,ATOVAQ/PROGUAN ZEN 250/100MG CPR 12,14144.74,1076,13.145669144981412
3400935895424,"DOTAREM 0,5 MMOL/ML SOL INJ FV 5ML 1",14186.02,1472,9.637241847826088
3400934135019,QUINIMAX 500MG CPR 9,14221,617,23.04862236628849
3400930039939,FORMODUAL NEXT 200/6 MICROG PDR INH 1,14224.35,624,22.795432692307692
3400930211441,ACARBOSE ARW 50MG CPR 90,14230.25,1450,9.81396551724138
3400941900266,PRAVASTATINE ACC 40 MG CPR 84,14242.66,1449,9.829302967563837
3400930226391,YUFLYMA 40 MG SOL INJ SER 4,14266.230000000001,16,891.6393750000001
3400949500932,IMATINIB TVC 400MG CPR BBFARMA 30,14315.740000000002,19,753.46
3400934333729,AZADOSE 600MG CPR 8,14405.45,334,43.13008982035928
3400939653303,GLIMEPIRIDE CRT 4MG CPR 90,14510.59,1072,13.535998134328358
3400949500833,EMEND 80 MG ET 125 MG GELULES 2 3,14565.13,397,36.68798488664987
3400939175324,OLANZAPINE ALT 10MG CPR 28,14565.369999999999,1603,9.086319401122894
3400949002863,CACIT VIT D3 1000MG/880UI GRN AIPMWI 90,14571.029999999999,1327,10.980429540316502
3400939665887,ANASTROZOLE CRT 1MG CPR 90,14575.8,170,85.74
3400933523084,UMULINE PROFIL 30 1000UI/10ML INJ FL 1,14673.119999999999,771,19.031284046692605
3400930166826,AMLODIPINE/VALSAT KRK 5MG/80MG CPR 90,14707.24,1046,14.060458891013385
3400926827427,"OLANZAPINE ACC 7,5MG CPR 28",14725.92,1354,10.875864106351552
3400926965723,QUETIAPINE ARW LP 400MG CPR 30,14927.609999999999,664,22.48134036144578
3400930220146,FENTANYL BIOGARAN 200MCG CPR SUB 10,14934.949999999999,704,21.21441761363636
3400930187579,ERLOTINIB ZEN 25MG CPR 30,14948.33,76,196.68855263157894
3400937197953,SIMVASTATINE MYL 40MG CPR 84,15007.449999999999,1573,9.540654799745708
3400949005109,NA,15009.810000000001,51,294.31
3400939279961,IRBESARTAN SUN 300MG CPR PELL 90,15013.71,1689,8.889111900532859
3400927497070,RALOXIFENE CRT 60MG CPR 28,15015.58,1919,7.824689942678479
3400935042217,PERINDOPRIL KRK 4MG CPR 90,15129.5,1788,8.46168903803132
3400926887919,"LOSARTAN HCTZ KRK 50/12,5MG CPR 90",15185.31,1848,8.21715909090909
3400930182185,ATAZANAVIR KRK 300MG GELULE 30,15220.9,95,160.22
3400930173886,ORENCIA 50 MG SOL INJ 4,15228.61,46,331.0567391304348
3400922461366,IFIRMACOMBI 300/25 MG CPR 90,15254.05,1744,8.746588302752293
3400930111871,ERLOTINIB EG 150MG CPR 30,15300.359999999999,18,850.02
3400938240030,ONDANSETRON ZYD 8MG CPR 4,15306.7,1695,9.030501474926254
